model,ev_threshold,bets,wins,win_rate_pct,profit,yield_per_bet,roi_pct,profit_factor,avg_edge,avg_ev_multiplier,max_drawdown
Model_A_Elo_xG,1.0,1503,563,37.45841650033267,-143.24,-0.09530272787757818,-9.530272787757818,0.8476170212765958,0.13508181799208457,1.5184678369924827,145.34
Model_A_Elo_xG,1.02,1460,531,36.36986301369863,-147.39,-0.10095205479452053,-10.095205479452053,0.8413455328310011,0.13885375504844433,1.5334284794650284,150.19000000000003
Model_A_Elo_xG,1.05,1379,477,34.59028281363307,-153.86,-0.11157360406091371,-11.157360406091371,0.8294235033259424,0.14573320177349613,1.5627514562625702,156.66000000000003
Model_A_Elo_xG,1.1,1239,395,31.88054882970137,-153.26000000000002,-0.12369652945924134,-12.369652945924134,0.8184123222748815,0.15716381898822243,1.6176866564565606,156.0600000000001
Model_B_Elo_only,1.0,1494,553,37.01472556894244,-148.8,-0.0995983935742972,-9.95983935742972,0.8418703506907546,0.13400437701006948,1.5191936463227786,150.90000000000003
Model_B_Elo_only,1.02,1442,518,35.92233009708738,-150.46,-0.10434119278779473,-10.434119278779473,0.8371645021645021,0.1386010895239355,1.5375465538444368,153.26000000000008
Model_B_Elo_only,1.05,1372,473,34.475218658892125,-149.82,-0.10919825072886297,-10.919825072886297,0.8333481646273638,0.14456510655382032,1.5632820908975005,153.50000000000006
Model_B_Elo_only,1.1,1226,388,31.64763458401305,-151.88,-0.12388254486133768,-12.388254486133768,0.8187589498806682,0.15665723947695595,1.6215005737293882,154.68000000000004
