segment_type,segment_label,n_matches,roi_pct,log_loss,win_rate_pct,mean_edge_pp,mean_ev,corr_ev_profit,corr_edge_profit,profit,market_mean_error,model_mean_error,pct_model_closer,best_ev_decile_roi,worst_ev_decile_roi
exante_tradable,agreement_low_distance,471,-8.35244161358811,0.5793294627054625,49.89384288747346,1.9916547182593332,1.009646462711232,-0.09999449975986606,-0.041303149997272505,-39.339999999999996,0.39636672552836155,0.3982355697130695,48.40764331210191,19.361702127659576,-47.170212765957444
exante_tradable,disagreement_market_high,48,-1.8958333333333326,0.6719473584151251,68.75,-12.137833360318865,0.777730748879559,-0.18985923967967805,-0.026876358835250514,-0.9099999999999997,0.419075494983236,0.470836006771752,31.25,56.25,-41.19999999999999
exante_tradable,disagreement_model_high,1362,-8.494126284875184,0.6727848736353157,40.38179148311307,15.837584825228548,1.4453565710855858,-0.030022134130140665,-0.011744084876028555,-115.69000000000001,0.4174392034696328,0.45617871956767264,40.38179148311307,2.8602941176470607,-25.448529411764703
expost_dominance,A_market_dominant_EXPOST,845,-94.42721893491125,0.794343225131128,3.9053254437869818,15.394110157771681,1.5105087201492289,-0.28199877827741265,-0.6148493268351953,-797.9100000000001,0.3536453684112228,0.517421575999356,0.0,-44.60000000000001,-100.0
expost_dominance,B_model_dominant_EXPOST,565,120.58584070796459,0.49091406346800476,97.34513274336283,14.124161853714876,1.2911979774136075,0.8026794120396279,0.41410912625184804,681.31,0.5129866948271712,0.3658306418703689,100.0,335.7368421052632,-5.877192982456142
expost_dominance,C_agreement_exante,471,-8.35244161358811,0.5793294627054625,49.89384288747346,1.9916547182593332,1.009646462711232,-0.09999449975986606,-0.041303149997272505,-39.339999999999996,0.39636672552836155,0.3982355697130695,48.40764331210191,19.361702127659576,-47.170212765957444
