Date,HomeTeam,AwayTeam,FTHG,FTAG,Home_xG,Away_xG,match_key,B365H,B365D,B365A
2020-10-19,leedsutd,wolves,0,1,1.0,0.4,20201019_leedsutd_wolves,,,
2020-11-02,leedsutd,leicestercity,1,4,2.1,2.9,20201102_leedsutd_leicestercity,,,
2020-11-22,leedsutd,arsenal,0,0,1.8,0.9,20201122_leedsutd_arsenal,,,
2020-12-11,leedsutd,westham,1,2,1.6,1.3,20201211_leedsutd_westham,,,
2020-12-16,leedsutd,newcastleutd,5,2,2.7,1.5,20201216_leedsutd_newcastleutd,,,
2020-12-27,leedsutd,burnley,1,0,1.9,1.5,20201227_leedsutd_burnley,,,
2021-01-16,leedsutd,brighton,0,1,0.3,1.4,20210116_leedsutd_brighton,,,
2021-02-03,leedsutd,everton,1,2,1.3,1.6,20210203_leedsutd_everton,,,
2021-02-08,leedsutd,crystalpalace,2,0,1.9,0.4,20210208_leedsutd_crystalpalace,,,
2021-02-23,leedsutd,southampton,3,0,1.3,0.9,20210223_leedsutd_southampton,,,
2021-02-27,leedsutd,astonvilla,0,1,0.9,0.7,20210227_leedsutd_astonvilla,,,
2021-03-13,leedsutd,chelsea,0,0,0.4,1.0,20210313_leedsutd_chelsea,,,
2021-04-03,leedsutd,sheffieldutd,2,1,2.4,1.1,20210403_leedsutd_sheffieldutd,,,
2021-04-19,leedsutd,liverpool,1,1,2.3,1.4,20210419_leedsutd_liverpool,,,
2021-04-25,leedsutd,manchesterutd,0,0,0.3,1.2,20210425_leedsutd_manchesterutd,,,
2021-05-08,leedsutd,tottenham,3,1,2.5,0.9,20210508_leedsutd_tottenham,,,
2021-05-23,leedsutd,westbrom,3,1,2.3,1.0,20210523_leedsutd_westbrom,,,
2021-08-21,leedsutd,everton,2,2,1.2,1.8,20210821_leedsutd_everton,,,
2021-09-12,leedsutd,liverpool,0,3,1.2,4.3,20210912_leedsutd_liverpool,,,
2021-09-25,leedsutd,westham,1,2,1.2,1.6,20210925_leedsutd_westham,,,
2021-10-02,leedsutd,watford,1,0,1.3,0.2,20211002_leedsutd_watford,,,
2021-10-23,leedsutd,wolves,1,1,1.6,0.9,20211023_leedsutd_wolves,,,
2021-11-07,leedsutd,leicestercity,1,1,1.3,0.7,20211107_leedsutd_leicestercity,,,
2021-11-30,leedsutd,crystalpalace,1,0,1.4,1.1,20211130_leedsutd_crystalpalace,,,
2021-12-05,leedsutd,brentford,2,2,1.2,1.0,20211205_leedsutd_brentford,,,
2021-12-18,leedsutd,arsenal,1,4,1.6,3.5,20211218_leedsutd_arsenal,,,
2022-01-02,leedsutd,burnley,3,1,1.9,1.0,20220102_leedsutd_burnley,,,
2022-01-22,leedsutd,newcastleutd,0,1,0.7,0.9,20220122_leedsutd_newcastleutd,,,
2022-02-20,leedsutd,manchesterutd,2,4,1.8,2.2,20220220_leedsutd_manchesterutd,,,
2022-02-26,leedsutd,tottenham,0,4,1.5,1.9,20220226_leedsutd_tottenham,,,
2022-03-10,leedsutd,astonvilla,0,3,0.2,1.5,20220310_leedsutd_astonvilla,,,
2022-03-13,leedsutd,norwichcity,2,1,2.5,1.5,20220313_leedsutd_norwichcity,,,
2022-04-02,leedsutd,southampton,1,1,1.2,1.4,20220402_leedsutd_southampton,,,
2022-04-30,leedsutd,manchestercity,0,4,1.3,2.4,20220430_leedsutd_manchestercity,,,
2022-05-11,leedsutd,chelsea,0,3,0.4,1.3,20220511_leedsutd_chelsea,,,
2022-05-15,leedsutd,brighton,1,1,1.6,2.2,20220515_leedsutd_brighton,,,
2022-08-06,leedsutd,wolves,2,1,0.8,1.3,20220806_leedsutd_wolves,,,
2022-08-21,leedsutd,chelsea,3,0,2.1,0.9,20220821_leedsutd_chelsea,,,
2022-08-30,leedsutd,everton,1,1,1.0,1.0,20220830_leedsutd_everton,,,
2022-10-02,leedsutd,astonvilla,0,0,0.4,2.2,20221002_leedsutd_astonvilla,,,
2022-10-16,leedsutd,arsenal,0,1,1.8,0.5,20221016_leedsutd_arsenal,,,
2022-10-23,leedsutd,fulham,2,3,1.6,1.8,20221023_leedsutd_fulham,,,
2022-11-05,leedsutd,bournemouth,4,3,2.2,1.5,20221105_leedsutd_bournemouth,,,
2022-12-28,leedsutd,manchestercity,1,3,0.6,4.3,20221228_leedsutd_manchestercity,,,
2023-01-04,leedsutd,westham,2,2,1.6,1.4,20230104_leedsutd_westham,,,
2023-01-22,leedsutd,brentford,0,0,0.5,0.4,20230122_leedsutd_brentford,,,
2023-02-12,leedsutd,manchesterutd,0,2,1.8,1.1,20230212_leedsutd_manchesterutd,,,
2023-02-25,leedsutd,southampton,1,0,0.9,0.4,20230225_leedsutd_southampton,,,
2023-03-11,leedsutd,brighton,2,2,0.9,2.7,20230311_leedsutd_brighton,,,
2023-04-04,leedsutd,nott'hamforest,2,1,1.8,0.8,20230404_leedsutd_nott'hamforest,,,
2023-04-09,leedsutd,crystalpalace,1,5,0.9,3.0,20230409_leedsutd_crystalpalace,,,
2023-04-17,leedsutd,liverpool,1,6,1.4,2.7,20230417_leedsutd_liverpool,,,
2023-04-25,leedsutd,leicestercity,1,1,1.5,2.1,20230425_leedsutd_leicestercity,,,
2023-05-13,leedsutd,newcastleutd,2,2,2.0,2.3,20230513_leedsutd_newcastleutd,,,
2023-05-28,leedsutd,tottenham,1,4,1.5,2.2,20230528_leedsutd_tottenham,,,
2020-09-20,leicestercity,burnley,4,2,1.2,1.4,20200920_leicestercity_burnley,,,
2020-10-04,leicestercity,westham,0,3,0.6,2.0,20201004_leicestercity_westham,,,
2020-10-18,leicestercity,astonvilla,0,1,0.6,0.7,20201018_leicestercity_astonvilla,,,
2020-11-08,leicestercity,wolves,1,0,2.0,0.8,20201108_leicestercity_wolves,,,
2020-11-30,leicestercity,fulham,1,2,1.2,2.2,20201130_leicestercity_fulham,,,
2020-12-13,leicestercity,brighton,3,0,1.5,0.9,20201213_leicestercity_brighton,,,
2020-12-16,leicestercity,everton,0,2,0.8,1.4,20201216_leicestercity_everton,,,
2020-12-26,leicestercity,manchesterutd,2,2,0.9,1.7,20201226_leicestercity_manchesterutd,,,
2021-01-16,leicestercity,southampton,2,0,2.2,0.6,20210116_leicestercity_southampton,,,
2021-01-19,leicestercity,chelsea,2,0,1.4,0.7,20210119_leicestercity_chelsea,,,
2021-01-31,leicestercity,leedsutd,1,3,1.8,2.1,20210131_leicestercity_leedsutd,,,
2021-02-13,leicestercity,liverpool,3,1,1.9,1.7,20210213_leicestercity_liverpool,,,
2021-02-28,leicestercity,arsenal,1,3,0.4,2.3,20210228_leicestercity_arsenal,,,
2021-03-14,leicestercity,sheffieldutd,5,0,4.0,0.1,20210314_leicestercity_sheffieldutd,,,
2021-04-03,leicestercity,manchestercity,0,2,0.3,1.4,20210403_leicestercity_manchestercity,,,
2021-04-22,leicestercity,westbrom,3,0,2.1,0.5,20210422_leicestercity_westbrom,,,
2021-04-26,leicestercity,crystalpalace,2,1,1.5,0.7,20210426_leicestercity_crystalpalace,,,
2021-05-07,leicestercity,newcastleutd,2,4,2.2,2.7,20210507_leicestercity_newcastleutd,,,
2021-05-23,leicestercity,tottenham,2,4,1.9,1.5,20210523_leicestercity_tottenham,,,
2021-08-14,leicestercity,wolves,1,0,0.5,1.3,20210814_leicestercity_wolves,,,
2021-09-11,leicestercity,manchestercity,0,1,0.6,2.8,20210911_leicestercity_manchestercity,,,
2021-09-25,leicestercity,burnley,2,2,2.4,0.5,20210925_leicestercity_burnley,,,
2021-10-16,leicestercity,manchesterutd,4,2,2.4,1.2,20211016_leicestercity_manchesterutd,,,
2021-10-30,leicestercity,arsenal,0,2,1.3,0.7,20211030_leicestercity_arsenal,,,
2021-11-20,leicestercity,chelsea,0,3,0.4,2.0,20211120_leicestercity_chelsea,,,
2021-11-28,leicestercity,watford,4,2,2.1,2.8,20211128_leicestercity_watford,,,
2021-12-12,leicestercity,newcastleutd,4,0,2.6,1.0,20211212_leicestercity_newcastleutd,,,
2021-12-28,leicestercity,liverpool,1,0,0.4,2.3,20211228_leicestercity_liverpool,,,
2022-01-19,leicestercity,tottenham,2,3,1.2,3.1,20220119_leicestercity_tottenham,,,
2022-01-23,leicestercity,brighton,1,1,1.4,1.1,20220123_leicestercity_brighton,,,
2022-02-13,leicestercity,westham,2,2,1.4,1.1,20220213_leicestercity_westham,,,
2022-03-05,leicestercity,leedsutd,1,0,0.4,1.7,20220305_leicestercity_leedsutd,,,
2022-03-20,leicestercity,brentford,2,1,1.0,1.3,20220320_leicestercity_brentford,,,
2022-04-10,leicestercity,crystalpalace,2,1,1.0,1.4,20220410_leicestercity_crystalpalace,,,
2022-04-23,leicestercity,astonvilla,0,0,0.3,0.9,20220423_leicestercity_astonvilla,,,
2022-05-08,leicestercity,everton,1,2,1.5,1.1,20220508_leicestercity_everton,,,
2022-05-11,leicestercity,norwichcity,3,0,2.0,1.1,20220511_leicestercity_norwichcity,,,
2022-05-22,leicestercity,southampton,4,1,3.4,1.1,20220522_leicestercity_southampton,,,
2022-08-07,leicestercity,brentford,2,2,0.6,0.8,20220807_leicestercity_brentford,,,
2022-08-20,leicestercity,southampton,1,2,0.3,0.9,20220820_leicestercity_southampton,,,
2022-09-01,leicestercity,manchesterutd,0,1,0.7,1.5,20220901_leicestercity_manchesterutd,,,
2022-10-03,leicestercity,nott'hamforest,4,0,1.3,1.1,20221003_leicestercity_nott'hamforest,,,
2022-10-15,leicestercity,crystalpalace,0,0,1.0,0.4,20221015_leicestercity_crystalpalace,,,
2022-10-20,leicestercity,leedsutd,2,0,0.8,1.3,20221020_leicestercity_leedsutd,,,
2022-10-29,leicestercity,manchestercity,0,1,0.7,1.0,20221029_leicestercity_manchestercity,,,
2022-12-26,leicestercity,newcastleutd,0,3,0.5,1.9,20221226_leicestercity_newcastleutd,,,
2023-01-03,leicestercity,fulham,0,1,1.7,1.7,20230103_leicestercity_fulham,,,
2023-01-21,leicestercity,brighton,2,2,0.9,1.7,20230121_leicestercity_brighton,,,
2023-02-11,leicestercity,tottenham,4,1,1.7,1.3,20230211_leicestercity_tottenham,,,
2023-02-25,leicestercity,arsenal,0,1,0.0,0.7,20230225_leicestercity_arsenal,,,
2023-03-11,leicestercity,chelsea,1,3,2.4,1.6,20230311_leicestercity_chelsea,,,
2023-04-04,leicestercity,astonvilla,1,2,0.5,1.0,20230404_leicestercity_astonvilla,,,
2023-04-08,leicestercity,bournemouth,0,1,0.6,1.9,20230408_leicestercity_bournemouth,,,
2023-04-22,leicestercity,wolves,2,1,2.4,0.9,20230422_leicestercity_wolves,,,
2023-05-01,leicestercity,everton,2,2,3.4,3.1,20230501_leicestercity_everton,,,
2023-05-15,leicestercity,liverpool,0,3,0.4,2.2,20230515_leicestercity_liverpool,,,
2023-05-28,leicestercity,westham,2,1,1.4,1.4,20230528_leicestercity_westham,,,
2024-08-19,leicestercity,tottenham,1,1,1.0,1.2,20240819_leicestercity_tottenham,,,
2024-08-31,leicestercity,astonvilla,1,2,0.4,1.4,20240831_leicestercity_astonvilla,,,
2024-09-21,leicestercity,everton,1,1,0.7,1.1,20240921_leicestercity_everton,,,
2024-10-05,leicestercity,bournemouth,1,0,0.8,2.1,20241005_leicestercity_bournemouth,,,
2024-10-25,leicestercity,nott'hamforest,1,3,0.8,1.7,20241025_leicestercity_nott'hamforest,,,
2024-11-23,leicestercity,chelsea,1,2,1.1,2.7,20241123_leicestercity_chelsea,,,
2024-12-03,leicestercity,westham,3,1,1.7,3.0,20241203_leicestercity_westham,,,
2024-12-08,leicestercity,brighton,2,2,1.3,1.5,20241208_leicestercity_brighton,,,
2024-12-22,leicestercity,wolves,0,3,0.8,1.1,20241222_leicestercity_wolves,,,
2024-12-29,leicestercity,manchestercity,0,2,1.3,1.3,20241229_leicestercity_manchestercity,,,
2025-01-15,leicestercity,crystalpalace,0,2,1.7,1.8,20250115_leicestercity_crystalpalace,,,
2025-01-18,leicestercity,fulham,0,2,0.6,2.0,20250118_leicestercity_fulham,,,
2025-02-15,leicestercity,arsenal,0,2,0.2,1.4,20250215_leicestercity_arsenal,,,
2025-02-21,leicestercity,brentford,0,4,0.5,1.5,20250221_leicestercity_brentford,,,
2025-03-16,leicestercity,manchesterutd,0,3,1.0,0.9,20250316_leicestercity_manchesterutd,,,
2025-04-07,leicestercity,newcastleutd,0,3,0.5,3.2,20250407_leicestercity_newcastleutd,,,
2025-04-20,leicestercity,liverpool,0,1,0.3,2.5,20250420_leicestercity_liverpool,,,
2025-05-03,leicestercity,southampton,2,0,1.4,0.5,20250503_leicestercity_southampton,,,
2025-05-18,leicestercity,ipswichtown,2,0,0.8,1.4,20250518_leicestercity_ipswichtown,,,
2020-09-12,liverpool,leedsutd,4,3,2.7,0.3,20200912_liverpool_leedsutd,,,
2020-09-28,liverpool,arsenal,3,1,2.7,1.3,20200928_liverpool_arsenal,,,
2020-10-24,liverpool,sheffieldutd,2,1,2.3,1.6,20201024_liverpool_sheffieldutd,,,
2020-10-31,liverpool,westham,2,1,1.7,0.3,20201031_liverpool_westham,,,
2020-11-22,liverpool,leicestercity,3,0,3.1,1.6,20201122_liverpool_leicestercity,,,
2020-12-06,liverpool,wolves,4,0,1.2,0.4,20201206_liverpool_wolves,,,
2020-12-16,liverpool,tottenham,2,1,1.0,1.1,20201216_liverpool_tottenham,,,
2020-12-27,liverpool,westbrom,1,1,1.5,0.6,20201227_liverpool_westbrom,,,
2021-01-17,liverpool,manchesterutd,0,0,1.2,1.1,20210117_liverpool_manchesterutd,,,
2021-01-21,liverpool,burnley,0,1,1.6,1.1,20210121_liverpool_burnley,,,
2021-02-03,liverpool,brighton,0,1,1.0,1.3,20210203_liverpool_brighton,,,
2021-02-07,liverpool,manchestercity,1,4,1.2,3.5,20210207_liverpool_manchestercity,,,
2021-02-20,liverpool,everton,0,2,1.4,1.6,20210220_liverpool_everton,,,
2021-03-04,liverpool,chelsea,0,1,0.3,1.0,20210304_liverpool_chelsea,,,
2021-03-07,liverpool,fulham,0,1,0.9,1.3,20210307_liverpool_fulham,,,
2021-04-10,liverpool,astonvilla,2,1,2.3,0.5,20210410_liverpool_astonvilla,,,
2021-04-24,liverpool,newcastleutd,1,1,2.4,1.0,20210424_liverpool_newcastleutd,,,
2021-05-08,liverpool,southampton,2,0,1.7,1.1,20210508_liverpool_southampton,,,
2021-05-23,liverpool,crystalpalace,2,0,1.6,0.6,20210523_liverpool_crystalpalace,,,
2021-10-03,liverpool,manchestercity,2,2,0.9,1.2,20211003_liverpool_manchestercity,,,
2021-12-16,liverpool,newcastleutd,3,1,2.7,0.3,20211216_liverpool_newcastleutd,,,
2022-02-10,liverpool,leicestercity,2,0,1.8,0.5,20220210_liverpool_leicestercity,,,
2022-02-19,liverpool,norwichcity,3,1,3.6,0.6,20220219_liverpool_norwichcity,,,
2022-02-23,liverpool,leedsutd,6,0,5.9,0.2,20220223_liverpool_leedsutd,,,
2022-04-19,liverpool,manchesterutd,4,0,2.0,0.1,20220419_liverpool_manchesterutd,,,
2022-08-31,liverpool,newcastleutd,2,1,1.5,0.7,20220831_liverpool_newcastleutd,,,
2022-10-16,liverpool,manchestercity,1,0,2.1,1.0,20221016_liverpool_manchestercity,,,
2022-10-29,liverpool,leedsutd,1,2,1.7,1.8,20221029_liverpool_leedsutd,,,
2022-12-30,liverpool,leicestercity,2,1,2.2,1.0,20221230_liverpool_leicestercity,,,
2023-03-05,liverpool,manchesterutd,7,0,2.8,0.8,20230305_liverpool_manchesterutd,,,
2023-04-22,liverpool,nott'hamforest,3,2,2.8,0.9,20230422_liverpool_nott'hamforest,,,
2023-10-29,liverpool,nott'hamforest,3,0,3.2,0.4,20231029_liverpool_nott'hamforest,,,
2023-12-17,liverpool,manchesterutd,0,0,2.3,0.8,20231217_liverpool_manchesterutd,,,
2024-01-01,liverpool,newcastleutd,4,2,7.0,0.6,20240101_liverpool_newcastleutd,,,
2024-02-21,liverpool,lutontown,4,1,3.3,0.9,20240221_liverpool_lutontown,,,
2024-03-10,liverpool,manchestercity,1,1,2.7,1.6,20240310_liverpool_manchestercity,,,
2024-09-14,liverpool,nott'hamforest,0,1,0.9,0.4,20240914_liverpool_nott'hamforest,,,
2024-12-01,liverpool,manchestercity,2,0,3.4,0.8,20241201_liverpool_manchestercity,,,
2024-12-26,liverpool,leicestercity,3,1,2.0,0.3,20241226_liverpool_leicestercity,,,
2025-01-05,liverpool,manchesterutd,2,2,2.7,1.0,20250105_liverpool_manchesterutd,,,
2025-01-25,liverpool,ipswichtown,4,1,2.0,0.5,20250125_liverpool_ipswichtown,,,
2025-02-26,liverpool,newcastleutd,2,0,1.7,0.2,20250226_liverpool_newcastleutd,,,
2023-09-01,lutontown,westham,1,2,1.4,1.0,20230901_lutontown_westham,,,
2023-09-23,lutontown,wolves,1,1,2.1,0.6,20230923_lutontown_wolves,,,
2023-10-03,lutontown,burnley,1,2,1.3,1.1,20231003_lutontown_burnley,,,
2023-10-07,lutontown,tottenham,0,1,0.8,1.9,20231007_lutontown_tottenham,,,
2023-11-05,lutontown,liverpool,1,1,0.8,2.6,20231105_lutontown_liverpool,,,
2023-11-25,lutontown,crystalpalace,2,1,0.9,1.6,20231125_lutontown_crystalpalace,,,
2023-12-05,lutontown,arsenal,3,4,0.5,2.2,20231205_lutontown_arsenal,,,
2023-12-10,lutontown,manchestercity,1,2,0.3,1.6,20231210_lutontown_manchestercity,,,
2023-12-23,lutontown,newcastleutd,1,0,1.4,1.4,20231223_lutontown_newcastleutd,,,
2023-12-30,lutontown,chelsea,2,3,2.3,1.5,20231230_lutontown_chelsea,,,
2024-01-30,lutontown,brighton,4,0,3.1,0.9,20240130_lutontown_brighton,,,
2024-02-10,lutontown,sheffieldutd,1,3,1.8,1.7,20240210_lutontown_sheffieldutd,,,
2024-02-18,lutontown,manchesterutd,1,2,1.8,2.9,20240218_lutontown_manchesterutd,,,
2024-03-02,lutontown,astonvilla,2,3,1.8,1.9,20240302_lutontown_astonvilla,,,
2024-03-16,lutontown,nott'hamforest,1,1,0.6,2.0,20240316_lutontown_nott'hamforest,,,
2024-04-06,lutontown,bournemouth,2,1,1.5,0.4,20240406_lutontown_bournemouth,,,
2024-04-20,lutontown,brentford,1,5,0.6,3.1,20240420_lutontown_brentford,,,
2024-05-03,lutontown,everton,1,1,0.8,1.4,20240503_lutontown_everton,,,
2024-05-19,lutontown,fulham,2,4,2.0,1.1,20240519_lutontown_fulham,,,
2020-09-27,manchestercity,leicestercity,2,5,0.9,2.9,20200927_manchestercity_leicestercity,,,
2020-10-17,manchestercity,arsenal,1,0,1.3,0.9,20201017_manchestercity_arsenal,,,
2020-11-08,manchestercity,liverpool,1,1,1.4,1.2,20201108_manchestercity_liverpool,,,
2020-11-28,manchestercity,burnley,5,0,1.7,0.5,20201128_manchestercity_burnley,,,
2020-12-05,manchestercity,fulham,2,0,2.9,0.3,20201205_manchestercity_fulham,,,
2020-12-15,manchestercity,westbrom,1,1,2.2,0.4,20201215_manchestercity_westbrom,,,
2020-12-26,manchestercity,newcastleutd,2,0,3.0,0.3,20201226_manchestercity_newcastleutd,,,
2021-01-13,manchestercity,brighton,1,0,2.0,0.2,20210113_manchestercity_brighton,,,
2021-01-17,manchestercity,crystalpalace,4,0,0.7,0.1,20210117_manchestercity_crystalpalace,,,
2021-01-20,manchestercity,astonvilla,2,0,3.4,0.6,20210120_manchestercity_astonvilla,,,
2021-01-30,manchestercity,sheffieldutd,1,0,1.5,0.2,20210130_manchestercity_sheffieldutd,,,
2021-02-13,manchestercity,tottenham,3,0,2.2,0.3,20210213_manchestercity_tottenham,,,
2021-02-27,manchestercity,westham,2,1,0.5,1.5,20210227_manchestercity_westham,,,
2021-03-02,manchestercity,wolves,4,1,3.3,0.3,20210302_manchestercity_wolves,,,
2021-03-07,manchestercity,manchesterutd,0,2,1.3,1.7,20210307_manchestercity_manchesterutd,,,
2021-03-10,manchestercity,southampton,5,2,2.6,1.6,20210310_manchestercity_southampton,,,
2021-04-10,manchestercity,leedsutd,1,2,2.1,0.1,20210410_manchestercity_leedsutd,,,
2021-05-08,manchestercity,chelsea,1,2,1.8,0.7,20210508_manchestercity_chelsea,,,
2021-05-23,manchestercity,everton,5,0,2.5,1.1,20210523_manchestercity_everton,,,
2021-08-21,manchestercity,norwichcity,5,0,2.6,0.1,20210821_manchestercity_norwichcity,,,
2021-08-28,manchestercity,arsenal,5,0,4.4,0.2,20210828_manchestercity_arsenal,,,
2021-09-18,manchestercity,southampton,0,0,1.0,0.4,20210918_manchestercity_southampton,,,
2021-10-16,manchestercity,burnley,2,0,2.1,0.9,20211016_manchestercity_burnley,,,
2021-10-30,manchestercity,crystalpalace,0,2,0.7,0.7,20211030_manchestercity_crystalpalace,,,
2021-11-21,manchestercity,everton,3,0,2.5,0.2,20211121_manchestercity_everton,,,
2021-11-28,manchestercity,westham,2,1,2.1,0.2,20211128_manchestercity_westham,,,
2021-12-11,manchestercity,wolves,1,0,3.2,0.2,20211211_manchestercity_wolves,,,
2021-12-14,manchestercity,leedsutd,7,0,3.1,0.3,20211214_manchestercity_leedsutd,,,
2021-12-26,manchestercity,leicestercity,6,3,3.6,2.7,20211226_manchestercity_leicestercity,,,
2022-01-15,manchestercity,chelsea,1,0,1.0,0.3,20220115_manchestercity_chelsea,,,
2022-02-09,manchestercity,brentford,2,0,1.9,0.4,20220209_manchestercity_brentford,,,
2022-02-19,manchestercity,tottenham,2,3,2.1,1.4,20220219_manchestercity_tottenham,,,
2022-03-06,manchestercity,manchesterutd,4,1,2.7,0.5,20220306_manchestercity_manchesterutd,,,
2022-04-10,manchestercity,liverpool,2,2,1.3,1.3,20220410_manchestercity_liverpool,,,
2022-04-20,manchestercity,brighton,3,0,1.3,0.2,20220420_manchestercity_brighton,,,
2022-04-23,manchestercity,watford,5,1,3.6,0.5,20220423_manchestercity_watford,,,
2022-05-08,manchestercity,newcastleutd,5,0,3.1,0.8,20220508_manchestercity_newcastleutd,,,
2022-05-22,manchestercity,astonvilla,3,2,3.4,0.2,20220522_manchestercity_astonvilla,,,
2022-08-13,manchestercity,bournemouth,4,0,1.7,0.1,20220813_manchestercity_bournemouth,,,
2022-08-27,manchestercity,crystalpalace,4,2,2.2,0.1,20220827_manchestercity_crystalpalace,,,
2022-08-31,manchestercity,nott'hamforest,6,0,3.3,0.7,20220831_manchestercity_nott'hamforest,,,
2022-10-02,manchestercity,manchesterutd,6,3,3.2,1.7,20221002_manchestercity_manchesterutd,,,
2022-10-08,manchestercity,southampton,4,0,2.4,0.2,20221008_manchestercity_southampton,,,
2022-10-22,manchestercity,brighton,3,1,1.6,0.5,20221022_manchestercity_brighton,,,
2022-11-05,manchestercity,fulham,2,1,2.1,1.0,20221105_manchestercity_fulham,,,
2022-11-12,manchestercity,brentford,1,2,1.6,1.3,20221112_manchestercity_brentford,,,
2022-12-31,manchestercity,everton,1,1,1.7,0.1,20221231_manchestercity_everton,,,
2023-01-19,manchestercity,tottenham,4,2,2.3,0.8,20230119_manchestercity_tottenham,,,
2023-01-22,manchestercity,wolves,3,0,2.8,0.8,20230122_manchestercity_wolves,,,
2023-02-12,manchestercity,astonvilla,3,1,3.3,0.3,20230212_manchestercity_astonvilla,,,
2023-03-04,manchestercity,newcastleutd,2,0,1.3,0.4,20230304_manchestercity_newcastleutd,,,
2023-04-01,manchestercity,liverpool,4,1,2.9,0.3,20230401_manchestercity_liverpool,,,
2023-04-15,manchestercity,leicestercity,3,1,1.6,2.3,20230415_manchestercity_leicestercity,,,
2023-04-26,manchestercity,arsenal,4,1,2.5,0.5,20230426_manchestercity_arsenal,,,
2023-05-03,manchestercity,westham,3,0,2.3,0.4,20230503_manchestercity_westham,,,
2023-05-06,manchestercity,leedsutd,2,1,2.6,0.2,20230506_manchestercity_leedsutd,,,
2023-05-21,manchestercity,chelsea,1,0,1.2,1.2,20230521_manchestercity_chelsea,,,
2023-08-19,manchestercity,newcastleutd,1,0,1.0,0.3,20230819_manchestercity_newcastleutd,,,
2023-09-02,manchestercity,fulham,5,1,2.2,1.4,20230902_manchestercity_fulham,,,
2023-09-23,manchestercity,nott'hamforest,2,0,1.3,1.0,20230923_manchestercity_nott'hamforest,,,
2023-10-21,manchestercity,brighton,2,1,0.8,0.8,20231021_manchestercity_brighton,,,
2023-11-04,manchestercity,bournemouth,6,1,1.9,0.9,20231104_manchestercity_bournemouth,,,
2023-11-25,manchestercity,liverpool,1,1,1.3,0.6,20231125_manchestercity_liverpool,,,
2023-12-03,manchestercity,tottenham,3,3,2.6,0.5,20231203_manchestercity_tottenham,,,
2023-12-16,manchestercity,crystalpalace,2,2,1.6,1.8,20231216_manchestercity_crystalpalace,,,
2023-12-30,manchestercity,sheffieldutd,2,0,2.2,0.3,20231230_manchestercity_sheffieldutd,,,
2024-01-31,manchestercity,burnley,3,1,1.7,1.4,20240131_manchestercity_burnley,,,
2024-02-10,manchestercity,everton,2,0,1.6,0.3,20240210_manchestercity_everton,,,
2024-02-17,manchestercity,chelsea,1,1,2.6,1.4,20240217_manchestercity_chelsea,,,
2024-02-20,manchestercity,brentford,1,0,2.3,0.4,20240220_manchestercity_brentford,,,
2024-03-03,manchestercity,manchesterutd,3,1,3.3,0.2,20240303_manchestercity_manchesterutd,,,
2024-03-31,manchestercity,arsenal,0,0,1.0,0.7,20240331_manchestercity_arsenal,,,
2024-04-03,manchestercity,astonvilla,4,1,3.4,0.8,20240403_manchestercity_astonvilla,,,
2024-04-13,manchestercity,lutontown,5,1,4.2,0.5,20240413_manchestercity_lutontown,,,
2024-05-04,manchestercity,wolves,5,1,3.7,0.3,20240504_manchestercity_wolves,,,
2024-05-19,manchestercity,westham,3,1,1.9,0.4,20240519_manchestercity_westham,,,
2024-08-24,manchestercity,ipswichtown,4,1,3.3,0.3,20240824_manchestercity_ipswichtown,,,
2024-09-14,manchestercity,brentford,2,1,2.1,1.0,20240914_manchestercity_brentford,,,
2024-09-22,manchestercity,arsenal,2,2,2.1,0.7,20240922_manchestercity_arsenal,,,
2024-10-05,manchestercity,fulham,3,2,1.6,2.6,20241005_manchestercity_fulham,,,
2024-10-26,manchestercity,southampton,1,0,2.9,0.2,20241026_manchestercity_southampton,,,
2024-11-23,manchestercity,tottenham,0,4,2.1,2.5,20241123_manchestercity_tottenham,,,
2024-12-04,manchestercity,nott'hamforest,3,0,2.4,1.0,20241204_manchestercity_nott'hamforest,,,
2024-12-15,manchestercity,manchesterutd,1,2,0.9,2.1,20241215_manchestercity_manchesterutd,,,
2024-12-26,manchestercity,everton,1,1,2.1,0.7,20241226_manchestercity_everton,,,
2025-01-04,manchestercity,westham,4,1,1.9,1.4,20250104_manchestercity_westham,,,
2025-01-25,manchestercity,chelsea,3,1,2.2,1.8,20250125_manchestercity_chelsea,,,
2025-02-15,manchestercity,newcastleutd,4,0,1.9,0.5,20250215_manchestercity_newcastleutd,,,
2025-02-23,manchestercity,liverpool,0,2,0.6,0.7,20250223_manchestercity_liverpool,,,
2025-03-15,manchestercity,brighton,2,2,1.7,2.0,20250315_manchestercity_brighton,,,
2025-04-02,manchestercity,leicestercity,2,0,2.2,0.1,20250402_manchestercity_leicestercity,,,
2025-04-12,manchestercity,crystalpalace,5,2,3.7,1.8,20250412_manchestercity_crystalpalace,,,
2025-04-22,manchestercity,astonvilla,2,1,1.3,1.8,20250422_manchestercity_astonvilla,,,
2025-05-02,manchestercity,wolves,1,0,0.7,0.4,20250502_manchestercity_wolves,,,
2025-05-20,manchestercity,bournemouth,3,1,1.5,1.1,20250520_manchestercity_bournemouth,,,
2020-09-19,manchesterutd,crystalpalace,1,3,1.2,1.6,20200919_manchesterutd_crystalpalace,,,
2020-10-04,manchesterutd,tottenham,1,6,0.9,3.4,20201004_manchesterutd_tottenham,,,
