Date,HomeTeam,AwayTeam,FTHG,FTAG,Home_xG,Away_xG,match_key,B365H,B365D,B365A
2020-10-24,manchesterutd,chelsea,0,0,0.6,0.2,20201024_manchesterutd_chelsea,,,
2020-11-01,manchesterutd,arsenal,0,1,0.4,1.0,20201101_manchesterutd_arsenal,,,
2020-11-21,manchesterutd,westbrom,1,0,2.4,0.6,20201121_manchesterutd_westbrom,,,
2020-12-12,manchesterutd,manchestercity,0,0,0.6,1.3,20201212_manchesterutd_manchestercity,,,
2020-12-20,manchesterutd,leedsutd,6,2,3.6,1.8,20201220_manchesterutd_leedsutd,,,
2020-12-29,manchesterutd,wolves,1,0,1.5,0.5,20201229_manchesterutd_wolves,,,
2021-01-01,manchesterutd,astonvilla,2,1,2.1,1.4,20210101_manchesterutd_astonvilla,,,
2021-01-27,manchesterutd,sheffieldutd,1,2,1.1,1.0,20210127_manchesterutd_sheffieldutd,,,
2021-02-02,manchesterutd,southampton,9,0,4.7,0.5,20210202_manchesterutd_southampton,,,
2021-02-06,manchesterutd,everton,3,3,1.8,1.5,20210206_manchesterutd_everton,,,
2021-02-21,manchesterutd,newcastleutd,3,1,1.7,0.4,20210221_manchesterutd_newcastleutd,,,
2021-03-14,manchesterutd,westham,1,0,1.5,0.6,20210314_manchesterutd_westham,,,
2021-04-04,manchesterutd,brighton,2,1,1.5,1.2,20210404_manchesterutd_brighton,,,
2021-04-18,manchesterutd,burnley,3,1,2.5,0.9,20210418_manchesterutd_burnley,,,
2021-05-11,manchesterutd,leicestercity,1,2,0.2,0.9,20210511_manchesterutd_leicestercity,,,
2021-05-13,manchesterutd,liverpool,2,4,1.9,2.7,20210513_manchesterutd_liverpool,,,
2021-05-18,manchesterutd,fulham,1,1,0.9,0.9,20210518_manchesterutd_fulham,,,
2021-08-14,manchesterutd,leedsutd,5,1,1.5,0.5,20210814_manchesterutd_leedsutd,,,
2021-09-11,manchesterutd,newcastleutd,4,1,2.5,0.4,20210911_manchesterutd_newcastleutd,,,
2021-09-25,manchesterutd,astonvilla,0,1,2.2,1.0,20210925_manchesterutd_astonvilla,,,
2021-10-02,manchesterutd,everton,1,1,1.0,1.3,20211002_manchesterutd_everton,,,
2021-10-24,manchesterutd,liverpool,0,5,1.6,3.4,20211024_manchesterutd_liverpool,,,
2021-11-06,manchesterutd,manchestercity,0,2,0.9,1.6,20211106_manchesterutd_manchestercity,,,
2021-12-02,manchesterutd,arsenal,3,2,1.9,1.4,20211202_manchesterutd_arsenal,,,
2021-12-05,manchesterutd,crystalpalace,1,0,0.9,0.5,20211205_manchesterutd_crystalpalace,,,
2021-12-30,manchesterutd,burnley,3,1,2.4,1.1,20211230_manchesterutd_burnley,,,
2022-01-03,manchesterutd,wolves,0,1,0.8,0.7,20220103_manchesterutd_wolves,,,
2022-01-22,manchesterutd,westham,1,0,1.9,0.3,20220122_manchesterutd_westham,,,
2022-02-12,manchesterutd,southampton,1,1,2.1,0.8,20220212_manchesterutd_southampton,,,
2022-02-15,manchesterutd,brighton,2,0,1.7,0.7,20220215_manchesterutd_brighton,,,
2022-02-26,manchesterutd,watford,0,0,2.8,0.6,20220226_manchesterutd_watford,,,
2022-03-12,manchesterutd,tottenham,3,2,1.0,1.5,20220312_manchesterutd_tottenham,,,
2022-04-02,manchesterutd,leicestercity,1,1,0.9,0.8,20220402_manchesterutd_leicestercity,,,
2022-04-16,manchesterutd,norwichcity,3,2,1.9,1.5,20220416_manchesterutd_norwichcity,,,
2022-04-28,manchesterutd,chelsea,1,1,0.5,1.9,20220428_manchesterutd_chelsea,,,
2022-05-02,manchesterutd,brentford,3,0,2.0,0.6,20220502_manchesterutd_brentford,,,
2022-08-07,manchesterutd,brighton,1,2,1.4,1.5,20220807_manchesterutd_brighton,,,
2022-08-22,manchesterutd,liverpool,2,1,1.8,1.3,20220822_manchesterutd_liverpool,,,
2022-09-04,manchesterutd,arsenal,3,1,1.5,1.3,20220904_manchesterutd_arsenal,,,
2022-10-16,manchesterutd,newcastleutd,0,0,0.8,0.8,20221016_manchesterutd_newcastleutd,,,
2022-10-19,manchesterutd,tottenham,2,0,1.5,0.6,20221019_manchesterutd_tottenham,,,
2022-10-30,manchesterutd,westham,1,0,1.2,1.1,20221030_manchesterutd_westham,,,
2022-12-27,manchesterutd,nott'hamforest,3,0,2.4,0.7,20221227_manchesterutd_nott'hamforest,,,
2023-01-03,manchesterutd,bournemouth,3,0,2.2,0.6,20230103_manchesterutd_bournemouth,,,
2023-01-14,manchesterutd,manchestercity,2,1,1.7,0.6,20230114_manchesterutd_manchestercity,,,
2023-02-04,manchesterutd,crystalpalace,2,1,2.0,1.3,20230204_manchesterutd_crystalpalace,,,
2023-02-08,manchesterutd,leedsutd,2,2,2.0,0.6,20230208_manchesterutd_leedsutd,,,
2023-02-19,manchesterutd,leicestercity,3,0,4.4,1.6,20230219_manchesterutd_leicestercity,,,
2023-03-12,manchesterutd,southampton,0,0,0.8,1.0,20230312_manchesterutd_southampton,,,
2023-04-05,manchesterutd,brentford,1,0,1.2,0.7,20230405_manchesterutd_brentford,,,
2023-04-08,manchesterutd,everton,2,0,3.4,1.0,20230408_manchesterutd_everton,,,
2023-04-30,manchesterutd,astonvilla,1,0,1.2,0.6,20230430_manchesterutd_astonvilla,,,
2023-05-13,manchesterutd,wolves,2,0,3.2,0.3,20230513_manchesterutd_wolves,,,
2023-05-25,manchesterutd,chelsea,4,1,5.2,1.9,20230525_manchesterutd_chelsea,,,
2023-05-28,manchesterutd,fulham,2,1,2.9,1.8,20230528_manchesterutd_fulham,,,
2023-08-14,manchesterutd,wolves,1,0,2.2,2.2,20230814_manchesterutd_wolves,,,
2023-08-26,manchesterutd,nott'hamforest,3,2,2.8,1.2,20230826_manchesterutd_nott'hamforest,,,
2023-09-16,manchesterutd,brighton,1,3,1.0,1.7,20230916_manchesterutd_brighton,,,
2023-09-30,manchesterutd,crystalpalace,0,1,1.3,0.9,20230930_manchesterutd_crystalpalace,,,
2023-10-07,manchesterutd,brentford,2,1,1.4,0.9,20231007_manchesterutd_brentford,,,
2023-10-29,manchesterutd,manchestercity,0,3,0.9,4.0,20231029_manchesterutd_manchestercity,,,
2023-11-11,manchesterutd,lutontown,1,0,2.2,0.4,20231111_manchesterutd_lutontown,,,
2023-12-06,manchesterutd,chelsea,2,1,4.1,1.5,20231206_manchesterutd_chelsea,,,
2023-12-09,manchesterutd,bournemouth,0,3,1.1,1.5,20231209_manchesterutd_bournemouth,,,
2023-12-26,manchesterutd,astonvilla,3,2,1.1,1.7,20231226_manchesterutd_astonvilla,,,
2024-01-14,manchesterutd,tottenham,2,2,0.8,1.2,20240114_manchesterutd_tottenham,,,
2024-02-04,manchesterutd,westham,3,0,0.7,1.4,20240204_manchesterutd_westham,,,
2024-02-24,manchesterutd,fulham,1,2,1.7,1.2,20240224_manchesterutd_fulham,,,
2024-03-09,manchesterutd,everton,2,0,2.7,1.6,20240309_manchesterutd_everton,,,
2024-04-07,manchesterutd,liverpool,2,2,0.7,3.6,20240407_manchesterutd_liverpool,,,
2024-04-24,manchesterutd,sheffieldutd,4,2,2.9,0.8,20240424_manchesterutd_sheffieldutd,,,
2024-04-27,manchesterutd,burnley,1,1,2.7,2.1,20240427_manchesterutd_burnley,,,
2024-05-12,manchesterutd,arsenal,0,1,0.5,1.5,20240512_manchesterutd_arsenal,,,
2024-05-15,manchesterutd,newcastleutd,3,2,1.5,2.2,20240515_manchesterutd_newcastleutd,,,
2024-08-16,manchesterutd,fulham,1,0,2.4,0.4,20240816_manchesterutd_fulham,,,
2024-09-01,manchesterutd,liverpool,0,3,1.4,1.8,20240901_manchesterutd_liverpool,,,
2024-09-29,manchesterutd,tottenham,0,3,1.0,4.4,20240929_manchesterutd_tottenham,,,
2024-10-19,manchesterutd,brentford,2,1,1.3,0.9,20241019_manchesterutd_brentford,,,
2024-11-03,manchesterutd,chelsea,1,1,2.0,1.1,20241103_manchesterutd_chelsea,,,
2024-11-10,manchesterutd,leicestercity,3,0,0.8,0.6,20241110_manchesterutd_leicestercity,,,
2024-12-01,manchesterutd,everton,4,0,1.1,0.6,20241201_manchesterutd_everton,,,
2024-12-07,manchesterutd,nott'hamforest,2,3,1.6,0.8,20241207_manchesterutd_nott'hamforest,,,
2024-12-22,manchesterutd,bournemouth,0,3,2.2,1.6,20241222_manchesterutd_bournemouth,,,
2024-12-30,manchesterutd,newcastleutd,0,2,0.8,1.9,20241230_manchesterutd_newcastleutd,,,
2025-01-16,manchesterutd,southampton,3,1,3.4,1.4,20250116_manchesterutd_southampton,,,
2025-01-19,manchesterutd,brighton,1,3,1.5,1.9,20250119_manchesterutd_brighton,,,
2025-02-02,manchesterutd,crystalpalace,0,2,1.1,2.6,20250202_manchesterutd_crystalpalace,,,
2025-02-26,manchesterutd,ipswichtown,3,2,0.7,1.4,20250226_manchesterutd_ipswichtown,,,
2025-03-09,manchesterutd,arsenal,1,1,1.5,1.6,20250309_manchesterutd_arsenal,,,
2025-04-06,manchesterutd,manchestercity,0,0,0.9,0.5,20250406_manchesterutd_manchestercity,,,
2025-04-20,manchesterutd,wolves,0,1,1.3,0.2,20250420_manchesterutd_wolves,,,
2025-05-11,manchesterutd,westham,0,2,2.1,1.7,20250511_manchesterutd_westham,,,
2025-05-25,manchesterutd,astonvilla,2,0,2.9,0.4,20250525_manchesterutd_astonvilla,,,
2020-09-20,newcastleutd,brighton,0,3,0.5,1.8,20200920_newcastleutd_brighton,,,
2020-10-03,newcastleutd,burnley,3,1,1.8,0.4,20201003_newcastleutd_burnley,,,
2020-10-17,newcastleutd,manchesterutd,1,4,0.9,2.3,20201017_newcastleutd_manchesterutd,,,
2020-11-01,newcastleutd,everton,2,1,2.9,1.5,20201101_newcastleutd_everton,,,
2020-11-21,newcastleutd,chelsea,0,2,0.3,1.5,20201121_newcastleutd_chelsea,,,
2020-12-12,newcastleutd,westbrom,2,1,0.8,0.6,20201212_newcastleutd_westbrom,,,
2020-12-19,newcastleutd,fulham,1,1,1.4,1.0,20201219_newcastleutd_fulham,,,
2020-12-30,newcastleutd,liverpool,0,0,0.5,1.4,20201230_newcastleutd_liverpool,,,
2021-01-03,newcastleutd,leicestercity,1,2,0.5,0.6,20210103_newcastleutd_leicestercity,,,
2021-01-26,newcastleutd,leedsutd,1,2,1.4,0.7,20210126_newcastleutd_leedsutd,,,
2021-02-02,newcastleutd,crystalpalace,1,2,1.9,0.7,20210202_newcastleutd_crystalpalace,,,
2021-02-06,newcastleutd,southampton,3,2,0.7,1.3,20210206_newcastleutd_southampton,,,
2021-02-27,newcastleutd,wolves,1,1,1.7,1.1,20210227_newcastleutd_wolves,,,
2021-03-12,newcastleutd,astonvilla,1,1,1.5,0.9,20210312_newcastleutd_astonvilla,,,
2021-04-04,newcastleutd,tottenham,2,2,3.4,2.7,20210404_newcastleutd_tottenham,,,
2021-04-17,newcastleutd,westham,3,2,2.2,1.9,20210417_newcastleutd_westham,,,
2021-05-02,newcastleutd,arsenal,0,2,0.3,2.0,20210502_newcastleutd_arsenal,,,
2021-05-14,newcastleutd,manchestercity,3,4,2.2,1.5,20210514_newcastleutd_manchestercity,,,
2021-05-19,newcastleutd,sheffieldutd,1,0,1.6,0.9,20210519_newcastleutd_sheffieldutd,,,
2021-08-15,newcastleutd,westham,2,4,1.8,2.7,20210815_newcastleutd_westham,,,
2021-08-28,newcastleutd,southampton,2,2,1.0,3.6,20210828_newcastleutd_southampton,,,
2021-09-17,newcastleutd,leedsutd,1,1,1.3,1.5,20210917_newcastleutd_leedsutd,,,
2021-10-17,newcastleutd,tottenham,2,3,0.4,1.7,20211017_newcastleutd_tottenham,,,
2021-10-30,newcastleutd,chelsea,0,3,0.2,2.2,20211030_newcastleutd_chelsea,,,
2021-11-20,newcastleutd,brentford,3,3,1.5,0.9,20211120_newcastleutd_brentford,,,
2021-11-30,newcastleutd,norwichcity,1,1,1.1,1.2,20211130_newcastleutd_norwichcity,,,
2021-12-04,newcastleutd,burnley,1,0,1.0,0.6,20211204_newcastleutd_burnley,,,
2021-12-19,newcastleutd,manchestercity,0,4,0.3,2.9,20211219_newcastleutd_manchestercity,,,
2021-12-27,newcastleutd,manchesterutd,1,1,1.3,1.6,20211227_newcastleutd_manchesterutd,,,
2022-01-15,newcastleutd,watford,1,1,1.2,1.4,20220115_newcastleutd_watford,,,
2022-02-08,newcastleutd,everton,3,1,1.9,0.7,20220208_newcastleutd_everton,,,
2022-02-13,newcastleutd,astonvilla,1,0,0.5,0.6,20220213_newcastleutd_astonvilla,,,
2022-03-05,newcastleutd,brighton,2,1,1.7,1.5,20220305_newcastleutd_brighton,,,
2022-04-08,newcastleutd,wolves,1,0,1.5,0.4,20220408_newcastleutd_wolves,,,
2022-04-17,newcastleutd,leicestercity,2,1,1.8,0.6,20220417_newcastleutd_leicestercity,,,
2022-04-20,newcastleutd,crystalpalace,1,0,0.9,0.5,20220420_newcastleutd_crystalpalace,,,
2022-04-30,newcastleutd,liverpool,0,1,0.2,2.3,20220430_newcastleutd_liverpool,,,
2022-05-16,newcastleutd,arsenal,2,0,1.6,0.6,20220516_newcastleutd_arsenal,,,
2022-08-06,newcastleutd,nott'hamforest,2,0,1.7,0.3,20220806_newcastleutd_nott'hamforest,,,
2022-08-21,newcastleutd,manchestercity,3,3,1.8,2.1,20220821_newcastleutd_manchestercity,,,
2022-09-03,newcastleutd,crystalpalace,0,0,2.8,1.0,20220903_newcastleutd_crystalpalace,,,
2022-09-17,newcastleutd,bournemouth,1,1,1.9,0.7,20220917_newcastleutd_bournemouth,,,
2022-10-08,newcastleutd,brentford,5,1,1.5,1.2,20221008_newcastleutd_brentford,,,
2022-10-19,newcastleutd,everton,1,0,1.5,0.2,20221019_newcastleutd_everton,,,
2022-10-29,newcastleutd,astonvilla,4,0,3.4,0.4,20221029_newcastleutd_astonvilla,,,
2022-11-12,newcastleutd,chelsea,1,0,1.0,0.3,20221112_newcastleutd_chelsea,,,
2022-12-31,newcastleutd,leedsutd,0,0,2.2,0.4,20221231_newcastleutd_leedsutd,,,
2023-01-15,newcastleutd,fulham,1,0,2.2,1.1,20230115_newcastleutd_fulham,,,
2023-02-04,newcastleutd,westham,1,1,1.0,1.0,20230204_newcastleutd_westham,,,
2023-02-18,newcastleutd,liverpool,0,2,2.0,1.9,20230218_newcastleutd_liverpool,,,
2023-03-12,newcastleutd,wolves,2,1,1.8,1.1,20230312_newcastleutd_wolves,,,
2023-04-02,newcastleutd,manchesterutd,2,0,3.7,0.4,20230402_newcastleutd_manchesterutd,,,
2023-04-23,newcastleutd,tottenham,6,1,3.7,1.0,20230423_newcastleutd_tottenham,,,
2023-04-30,newcastleutd,southampton,3,1,4.3,0.8,20230430_newcastleutd_southampton,,,
2023-05-07,newcastleutd,arsenal,0,2,1.3,1.3,20230507_newcastleutd_arsenal,,,
2023-05-18,newcastleutd,brighton,4,1,3.6,0.5,20230518_newcastleutd_brighton,,,
2023-05-22,newcastleutd,leicestercity,0,0,2.1,0.1,20230522_newcastleutd_leicestercity,,,
2023-08-12,newcastleutd,astonvilla,5,1,3.3,1.8,20230812_newcastleutd_astonvilla,,,
2023-08-27,newcastleutd,liverpool,1,2,2.0,0.9,20230827_newcastleutd_liverpool,,,
2023-09-16,newcastleutd,brentford,1,0,1.4,0.5,20230916_newcastleutd_brentford,,,
2023-09-30,newcastleutd,burnley,2,0,3.1,0.6,20230930_newcastleutd_burnley,,,
2023-10-21,newcastleutd,crystalpalace,4,0,2.4,1.2,20231021_newcastleutd_crystalpalace,,,
2023-11-04,newcastleutd,arsenal,1,0,1.0,0.6,20231104_newcastleutd_arsenal,,,
2023-11-25,newcastleutd,chelsea,4,1,2.4,0.5,20231125_newcastleutd_chelsea,,,
2023-12-02,newcastleutd,manchesterutd,1,0,2.4,0.5,20231202_newcastleutd_manchesterutd,,,
2023-12-16,newcastleutd,fulham,3,0,3.5,0.3,20231216_newcastleutd_fulham,,,
2023-12-26,newcastleutd,nott'hamforest,1,3,2.4,3.5,20231226_newcastleutd_nott'hamforest,,,
2024-01-13,newcastleutd,manchestercity,2,3,1.3,3.0,20240113_newcastleutd_manchestercity,,,
2024-02-03,newcastleutd,lutontown,4,4,2.3,2.4,20240203_newcastleutd_lutontown,,,
2024-02-17,newcastleutd,bournemouth,2,2,2.2,2.2,20240217_newcastleutd_bournemouth,,,
2024-03-02,newcastleutd,wolves,3,0,2.1,0.8,20240302_newcastleutd_wolves,,,
2024-03-30,newcastleutd,westham,4,3,4.1,1.4,20240330_newcastleutd_westham,,,
2024-04-02,newcastleutd,everton,1,1,2.4,1.4,20240402_newcastleutd_everton,,,
2024-04-13,newcastleutd,tottenham,4,0,2.8,0.8,20240413_newcastleutd_tottenham,,,
2024-04-27,newcastleutd,sheffieldutd,5,1,3.1,1.5,20240427_newcastleutd_sheffieldutd,,,
2024-05-11,newcastleutd,brighton,1,1,2.2,1.4,20240511_newcastleutd_brighton,,,
2024-08-17,newcastleutd,southampton,1,0,0.3,1.8,20240817_newcastleutd_southampton,,,
2024-09-01,newcastleutd,tottenham,2,1,1.8,1.2,20240901_newcastleutd_tottenham,,,
2024-09-28,newcastleutd,manchestercity,1,1,1.6,0.9,20240928_newcastleutd_manchestercity,,,
2024-10-19,newcastleutd,brighton,0,1,2.0,1.1,20241019_newcastleutd_brighton,,,
2024-11-02,newcastleutd,arsenal,1,0,0.5,1.1,20241102_newcastleutd_arsenal,,,
2024-11-25,newcastleutd,westham,0,2,1.6,0.9,20241125_newcastleutd_westham,,,
2024-12-04,newcastleutd,liverpool,3,3,2.1,1.9,20241204_newcastleutd_liverpool,,,
2024-12-14,newcastleutd,leicestercity,4,0,3.8,0.2,20241214_newcastleutd_leicestercity,,,
2024-12-26,newcastleutd,astonvilla,3,0,2.7,0.3,20241226_newcastleutd_astonvilla,,,
2025-01-15,newcastleutd,wolves,3,0,2.1,1.6,20250115_newcastleutd_wolves,,,
2025-01-18,newcastleutd,bournemouth,1,4,0.8,2.0,20250118_newcastleutd_bournemouth,,,
2025-02-01,newcastleutd,fulham,1,2,0.8,1.6,20250201_newcastleutd_fulham,,,
2025-02-23,newcastleutd,nott'hamforest,4,3,2.9,1.7,20250223_newcastleutd_nott'hamforest,,,
2025-04-02,newcastleutd,brentford,2,1,1.3,1.5,20250402_newcastleutd_brentford,,,
2025-04-13,newcastleutd,manchesterutd,4,1,2.2,0.7,20250413_newcastleutd_manchesterutd,,,
2025-04-16,newcastleutd,crystalpalace,5,0,1.5,2.0,20250416_newcastleutd_crystalpalace,,,
2025-04-26,newcastleutd,ipswichtown,3,0,2.4,0.1,20250426_newcastleutd_ipswichtown,,,
2025-05-11,newcastleutd,chelsea,2,0,1.6,0.7,20250511_newcastleutd_chelsea,,,
2025-05-25,newcastleutd,everton,0,1,1.2,1.2,20250525_newcastleutd_everton,,,
2021-08-14,norwichcity,liverpool,0,3,1.4,1.6,20210814_norwichcity_liverpool,,,
2021-08-28,norwichcity,leicestercity,1,2,1.5,1.5,20210828_norwichcity_leicestercity,,,
2021-09-18,norwichcity,watford,1,3,1.0,2.4,20210918_norwichcity_watford,,,
2021-10-16,norwichcity,brighton,0,0,1.2,0.8,20211016_norwichcity_brighton,,,
2021-10-31,norwichcity,leedsutd,1,2,0.8,0.7,20211031_norwichcity_leedsutd,,,
2021-11-20,norwichcity,southampton,2,1,0.5,1.0,20211120_norwichcity_southampton,,,
2021-11-27,norwichcity,wolves,0,0,1.6,0.3,20211127_norwichcity_wolves,,,
2021-12-11,norwichcity,manchesterutd,0,1,1.2,2.0,20211211_norwichcity_manchesterutd,,,
2021-12-14,norwichcity,astonvilla,0,2,0.5,2.0,20211214_norwichcity_astonvilla,,,
2021-12-26,norwichcity,arsenal,0,5,0.1,2.5,20211226_norwichcity_arsenal,,,
2022-01-15,norwichcity,everton,2,1,1.0,0.6,20220115_norwichcity_everton,,,
2022-02-09,norwichcity,crystalpalace,1,1,0.4,1.3,20220209_norwichcity_crystalpalace,,,
2022-02-12,norwichcity,manchestercity,0,4,0.4,4.6,20220212_norwichcity_manchestercity,,,
2022-03-05,norwichcity,brentford,1,3,1.0,2.0,20220305_norwichcity_brentford,,,
2022-03-10,norwichcity,chelsea,1,3,1.0,1.8,20220310_norwichcity_chelsea,,,
2022-04-10,norwichcity,burnley,2,0,1.7,1.7,20220410_norwichcity_burnley,,,
2022-04-23,norwichcity,newcastleutd,0,3,0.6,1.9,20220423_norwichcity_newcastleutd,,,
2022-05-08,norwichcity,westham,0,4,0.8,3.0,20220508_norwichcity_westham,,,
2022-05-22,norwichcity,tottenham,0,5,0.5,3.4,20220522_norwichcity_tottenham,,,
2022-08-14,nottinghamforest,westham,1,0,1.3,2.1,20220814_nottinghamforest_westham,,,
2022-08-28,nottinghamforest,tottenham,0,2,0.9,2.4,20220828_nottinghamforest_tottenham,,,
2022-09-03,nottinghamforest,bournemouth,2,3,1.9,0.8,20220903_nottinghamforest_bournemouth,,,
2022-09-16,nottinghamforest,fulham,2,3,1.4,0.9,20220916_nottinghamforest_fulham,,,
2022-10-10,nottinghamforest,astonvilla,1,1,0.3,0.7,20221010_nottinghamforest_astonvilla,,,
2022-10-22,nottinghamforest,liverpool,1,0,1.9,1.6,20221022_nottinghamforest_liverpool,,,
2022-11-05,nottinghamforest,brentford,2,2,1.5,1.5,20221105_nottinghamforest_brentford,,,
2022-11-12,nottinghamforest,crystalpalace,1,0,1.1,1.2,20221112_nottinghamforest_crystalpalace,,,
2023-01-01,nottinghamforest,chelsea,1,1,1.4,0.9,20230101_nottinghamforest_chelsea,,,
2023-01-14,nottinghamforest,leicestercity,2,0,2.4,1.0,20230114_nottinghamforest_leicestercity,,,
2023-02-05,nottinghamforest,leedsutd,1,0,0.4,0.9,20230205_nottinghamforest_leedsutd,,,
2023-02-18,nottinghamforest,manchestercity,1,1,0.9,2.4,20230218_nottinghamforest_manchestercity,,,
2023-03-05,nottinghamforest,everton,2,2,0.8,1.7,20230305_nottinghamforest_everton,,,
2023-03-17,nottinghamforest,newcastleutd,1,2,0.4,2.4,20230317_nottinghamforest_newcastleutd,,,
2023-04-01,nottinghamforest,wolves,1,1,1.3,0.5,20230401_nottinghamforest_wolves,,,
2023-04-16,nottinghamforest,manchesterutd,0,2,0.7,3.5,20230416_nottinghamforest_manchesterutd,,,
2023-04-26,nottinghamforest,brighton,3,1,2.4,2.3,20230426_nottinghamforest_brighton,,,
2023-05-08,nottinghamforest,southampton,4,3,1.8,3.1,20230508_nottinghamforest_southampton,,,
2023-05-20,nottinghamforest,arsenal,1,0,0.6,0.6,20230520_nottinghamforest_arsenal,,,
2023-08-18,nottinghamforest,sheffieldutd,2,1,1.4,0.5,20230818_nottinghamforest_sheffieldutd,,,
2023-09-18,nottinghamforest,burnley,1,1,0.7,0.5,20230918_nottinghamforest_burnley,,,
2023-10-01,nottinghamforest,brentford,1,1,0.5,1.6,20231001_nottinghamforest_brentford,,,
2023-10-21,nottinghamforest,lutontown,2,2,2.9,1.7,20231021_nottinghamforest_lutontown,,,
2023-11-05,nottinghamforest,astonvilla,2,0,0.4,1.2,20231105_nottinghamforest_astonvilla,,,
2023-11-25,nottinghamforest,brighton,2,3,1.9,1.3,20231125_nottinghamforest_brighton,,,
2023-12-02,nottinghamforest,everton,0,1,0.7,0.7,20231202_nottinghamforest_everton,,,
2023-12-15,nottinghamforest,tottenham,0,2,1.3,1.5,20231215_nottinghamforest_tottenham,,,
2023-12-23,nottinghamforest,bournemouth,2,3,1.0,1.6,20231223_nottinghamforest_bournemouth,,,
2023-12-30,nottinghamforest,manchesterutd,2,1,0.7,0.8,20231230_nottinghamforest_manchesterutd,,,
2024-01-30,nottinghamforest,arsenal,1,2,0.5,1.2,20240130_nottinghamforest_arsenal,,,
2024-02-10,nottinghamforest,newcastleutd,2,3,1.5,0.5,20240210_nottinghamforest_newcastleutd,,,
2024-02-17,nottinghamforest,westham,2,0,2.8,0.5,20240217_nottinghamforest_westham,,,
2024-03-02,nottinghamforest,liverpool,0,1,1.0,2.0,20240302_nottinghamforest_liverpool,,,
2024-03-30,nottinghamforest,crystalpalace,1,1,0.9,1.2,20240330_nottinghamforest_crystalpalace,,,
2024-04-02,nottinghamforest,fulham,3,1,1.5,1.5,20240402_nottinghamforest_fulham,,,
2024-04-13,nottinghamforest,wolves,2,2,1.9,1.0,20240413_nottinghamforest_wolves,,,
2024-04-28,nottinghamforest,manchestercity,0,2,1.9,0.9,20240428_nottinghamforest_manchestercity,,,
2024-05-11,nottinghamforest,chelsea,2,3,1.5,1.6,20240511_nottinghamforest_chelsea,,,
2024-08-17,nottinghamforest,bournemouth,1,1,1.3,1.2,20240817_nottinghamforest_bournemouth,,,
2024-08-31,nottinghamforest,wolves,1,1,1.0,0.7,20240831_nottinghamforest_wolves,,,
2024-09-28,nottinghamforest,fulham,0,1,0.8,1.3,20240928_nottinghamforest_fulham,,,
2024-10-21,nottinghamforest,crystalpalace,1,0,1.7,1.0,20241021_nottinghamforest_crystalpalace,,,
2024-11-02,nottinghamforest,westham,3,0,2.2,0.1,20241102_nottinghamforest_westham,,,
2024-11-10,nottinghamforest,newcastleutd,1,3,0.6,1.6,20241110_nottinghamforest_newcastleutd,,,
2024-11-30,nottinghamforest,ipswichtown,1,0,1.6,0.6,20241130_nottinghamforest_ipswichtown,,,
2024-12-14,nottinghamforest,astonvilla,2,1,1.7,0.4,20241214_nottinghamforest_astonvilla,,,
2024-12-26,nottinghamforest,tottenham,1,0,1.1,0.9,20241226_nottinghamforest_tottenham,,,
2025-01-14,nottinghamforest,liverpool,1,1,0.3,2.0,20250114_nottinghamforest_liverpool,,,
2025-01-19,nottinghamforest,southampton,3,2,1.8,0.9,20250119_nottinghamforest_southampton,,,
2025-02-01,nottinghamforest,brighton,7,0,3.3,0.9,20250201_nottinghamforest_brighton,,,
2025-02-26,nottinghamforest,arsenal,0,0,0.4,1.0,20250226_nottinghamforest_arsenal,,,
2025-03-08,nottinghamforest,manchestercity,1,0,0.7,0.9,20250308_nottinghamforest_manchestercity,,,
2025-04-01,nottinghamforest,manchesterutd,1,0,0.5,1.6,20250401_nottinghamforest_manchesterutd,,,
2025-04-12,nottinghamforest,everton,0,1,0.5,1.4,20250412_nottinghamforest_everton,,,
2025-05-01,nottinghamforest,brentford,0,2,0.9,1.3,20250501_nottinghamforest_brentford,,,
2025-05-11,nottinghamforest,leicestercity,2,2,1.3,1.1,20250511_nottinghamforest_leicestercity,,,
2025-05-25,nottinghamforest,chelsea,0,1,1.2,1.1,20250525_nottinghamforest_chelsea,,,
2020-09-14,sheffieldutd,wolves,0,2,1.0,1.4,20200914_sheffieldutd_wolves,,,
2020-09-27,sheffieldutd,leedsutd,0,1,1.4,1.2,20200927_sheffieldutd_leedsutd,,,
2020-10-18,sheffieldutd,fulham,1,1,1.7,1.5,20201018_sheffieldutd_fulham,,,
2020-10-31,sheffieldutd,manchestercity,0,1,0.5,1.6,20201031_sheffieldutd_manchestercity,,,
2020-11-22,sheffieldutd,westham,0,1,0.9,2.1,20201122_sheffieldutd_westham,,,
2020-12-06,sheffieldutd,leicestercity,1,2,0.2,1.4,20201206_sheffieldutd_leicestercity,,,
2020-12-17,sheffieldutd,manchesterutd,2,3,1.5,1.9,20201217_sheffieldutd_manchesterutd,,,
2020-12-26,sheffieldutd,everton,0,1,1.4,0.7,20201226_sheffieldutd_everton,,,
2021-01-12,sheffieldutd,newcastleutd,1,0,2.1,0.6,20210112_sheffieldutd_newcastleutd,,,
2021-01-17,sheffieldutd,tottenham,1,3,0.9,1.0,20210117_sheffieldutd_tottenham,,,
2021-02-02,sheffieldutd,westbrom,2,1,1.3,1.6,20210202_sheffieldutd_westbrom,,,
